age,job,marital,education,default,balance,housing,loan,uid
59,admin.,married,secondary,no,231,no,yes,24236
56,retired,married,secondary,yes,-1122,yes,yes,27297
46,management,married,tertiary,no,191,yes,no,24263
29,self-employed,single,tertiary,no,3290,no,no,43685
39,management,married,tertiary,no,1362,yes,no,36411
44,unknown,married,unknown,no,722,yes,no,16129
46,technician,divorced,secondary,no,1547,yes,no,29704
27,blue-collar,single,secondary,no,-208,yes,no,5093
28,technician,married,secondary,no,675,yes,no,32671
33,technician,married,secondary,no,711,no,no,42416
43,management,married,tertiary,no,344,yes,yes,27795
51,technician,married,secondary,no,8863,no,no,25819
32,blue-collar,single,secondary,no,782,yes,no,32622
30,blue-collar,married,secondary,no,246,yes,no,25225
33,management,single,tertiary,no,3406,yes,no,26978
33,management,single,tertiary,no,659,yes,no,25540
59,admin.,divorced,secondary,no,-41,yes,yes,4472
40,technician,married,secondary,no,-496,no,no,17228
49,management,married,tertiary,no,413,no,yes,18596
37,technician,single,secondary,no,274,no,no,20019
48,management,married,primary,no,0,yes,no,9150
28,blue-collar,married,secondary,no,6,yes,no,1676
32,blue-collar,married,primary,no,2114,yes,no,32862
25,blue-collar,single,secondary,no,84,yes,no,39267
34,blue-collar,married,secondary,no,1454,yes,no,43007
39,management,married,tertiary,no,622,no,no,25875
32,management,single,secondary,no,249,yes,no,8021
35,blue-collar,married,secondary,no,89,yes,no,460
58,retired,married,secondary,no,7560,no,no,20454
54,retired,married,secondary,no,153,yes,yes,5755
25,management,single,secondary,no,1272,yes,no,16839
32,management,married,tertiary,no,927,no,no,44955
51,management,married,tertiary,no,0,yes,no,7711
62,self-employed,divorced,tertiary,no,6,yes,no,43459
39,management,married,secondary,no,363,yes,yes,15155
50,services,divorced,secondary,no,641,no,no,39484
27,blue-collar,single,secondary,no,3792,no,no,33758
47,technician,married,secondary,no,93,no,yes,24814
52,blue-collar,married,primary,no,230,yes,no,35006
52,housemaid,married,primary,no,1340,no,no,9035
54,housemaid,married,primary,no,182,no,no,22744
34,admin.,married,secondary,no,445,no,no,21776
36,admin.,single,secondary,no,9002,yes,yes,13791
60,housemaid,married,primary,no,15,no,no,21186
56,technician,married,secondary,no,28,yes,no,3436
36,technician,divorced,secondary,no,1285,no,no,7868
37,technician,divorced,secondary,no,23,no,no,21868
53,services,divorced,primary,no,146,yes,no,37700
52,blue-collar,married,secondary,no,1039,yes,yes,38178
59,blue-collar,married,secondary,no,176,no,no,28209
26,blue-collar,single,tertiary,no,567,no,no,39459
28,student,married,tertiary,no,1,no,no,14633
30,blue-collar,married,primary,no,9194,yes,no,5565
47,technician,single,secondary,no,-504,no,yes,15987
42,admin.,married,secondary,no,3842,no,no,18300
37,self-employed,married,primary,no,90,yes,no,34887
34,management,married,tertiary,no,1666,no,no,20248
33,technician,married,tertiary,no,503,no,no,23894
41,admin.,married,secondary,no,0,no,no,11786
33,admin.,single,secondary,no,2554,yes,no,31669
36,entrepreneur,divorced,tertiary,no,3407,no,no,31349
49,services,married,secondary,no,892,no,no,2987
34,technician,single,tertiary,no,586,yes,no,3840
30,management,single,tertiary,no,47,no,yes,18293
51,blue-collar,married,primary,no,1016,yes,no,33409
37,unemployed,divorced,secondary,no,57,yes,no,27783
30,services,single,secondary,no,194,yes,no,36687
23,student,single,secondary,no,1062,no,no,44897
53,blue-collar,married,secondary,no,1626,no,no,9851
43,management,divorced,tertiary,no,171,no,no,21428
25,services,single,secondary,no,-107,yes,no,37802
55,management,married,tertiary,no,4649,yes,no,25523
58,services,divorced,secondary,no,462,no,no,42276
35,management,married,tertiary,no,122,no,no,12970
53,retired,divorced,primary,no,-24,no,yes,14353
47,unknown,married,unknown,no,677,no,no,33945
49,self-employed,married,tertiary,no,23917,no,no,20234
33,entrepreneur,married,secondary,no,5809,yes,no,22536
27,student,single,secondary,no,16173,yes,no,6780
31,unemployed,married,secondary,no,-825,yes,no,975
50,housemaid,married,primary,no,238,no,no,23418
37,management,married,tertiary,no,1113,no,no,44636
49,management,married,tertiary,no,0,no,no,13602
46,admin.,divorced,secondary,no,-637,yes,no,35875
28,blue-collar,married,secondary,no,948,yes,no,1912
30,services,single,secondary,no,188,no,no,21166
35,management,single,secondary,no,1048,no,no,22409
55,management,single,tertiary,no,1464,yes,no,3927
34,blue-collar,married,primary,no,12,no,no,26914
52,self-employed,married,secondary,no,213,yes,no,37842
33,management,married,tertiary,no,188,yes,no,4920
41,management,married,tertiary,no,-608,yes,no,25915
35,technician,divorced,secondary,no,0,no,no,4813
39,management,single,tertiary,no,5073,yes,no,36715
33,management,married,secondary,no,369,no,no,31032
25,services,married,secondary,no,121,yes,no,39347
30,admin.,single,secondary,no,914,yes,no,42034
57,management,divorced,tertiary,no,429,yes,no,15127
42,entrepreneur,married,tertiary,no,287,yes,yes,7718
25,management,single,tertiary,no,89,no,no,41475
44,management,married,tertiary,no,3603,yes,no,25076
37,blue-collar,married,primary,no,89,yes,no,28949
51,blue-collar,married,unknown,no,-19,yes,no,151
26,admin.,single,secondary,yes,-42,no,yes,17887
52,blue-collar,married,primary,no,66653,no,no,21193
41,management,married,tertiary,no,4063,yes,no,36508
33,blue-collar,single,primary,no,-104,yes,no,38703
41,blue-collar,married,secondary,no,121,yes,no,37205
33,management,single,tertiary,no,0,no,no,8605
22,admin.,single,tertiary,no,897,yes,no,29945
35,management,married,tertiary,no,8000,no,no,43704
40,services,married,secondary,no,-38,yes,yes,30421
39,blue-collar,divorced,secondary,no,226,yes,no,4715
29,management,married,tertiary,no,-218,yes,no,6577
39,blue-collar,single,primary,no,419,yes,no,24430
32,self-employed,single,secondary,no,-616,yes,no,36297
53,blue-collar,married,secondary,no,175,yes,no,1551
93,retired,married,unknown,no,775,no,no,44263
53,management,divorced,tertiary,no,50,yes,no,38395
54,management,married,tertiary,no,707,yes,no,16293
34,blue-collar,married,primary,no,6575,yes,no,6044
64,retired,married,tertiary,no,380,no,no,41276
41,blue-collar,divorced,primary,no,320,yes,no,5668
36,services,married,secondary,no,11650,yes,no,44336
35,blue-collar,single,primary,no,90,yes,no,5265
37,unemployed,married,primary,no,7005,yes,no,4875
34,management,single,tertiary,no,1,no,no,25625
33,technician,divorced,secondary,no,4369,yes,no,5178
37,admin.,single,tertiary,no,2317,yes,no,33416
31,management,married,tertiary,no,272,yes,no,13457
52,blue-collar,single,unknown,no,1785,no,no,29541
28,technician,single,tertiary,no,-214,yes,no,2147
43,blue-collar,married,secondary,no,1109,yes,no,29237
37,blue-collar,married,secondary,no,1731,yes,yes,7323
43,services,single,unknown,no,193,yes,no,1470
41,blue-collar,married,primary,no,219,no,yes,11352
34,blue-collar,married,secondary,no,1988,yes,no,28131
50,management,married,secondary,no,633,no,yes,24300
32,technician,single,secondary,no,284,no,no,23861
30,technician,married,secondary,no,4733,yes,no,5155
37,blue-collar,married,secondary,no,520,yes,no,28977
39,admin.,divorced,secondary,no,442,yes,no,29285
45,services,married,secondary,no,1381,yes,no,1244
44,unknown,married,secondary,no,2319,no,no,18991
30,services,single,tertiary,no,717,yes,yes,38448
44,blue-collar,married,secondary,no,144,yes,no,116
60,admin.,married,secondary,no,3547,no,no,40258
50,admin.,married,secondary,no,-779,yes,yes,16177
40,blue-collar,married,unknown,no,874,no,no,2880
31,blue-collar,married,primary,no,19,yes,no,1029
29,technician,single,unknown,no,1729,yes,no,31611
32,admin.,divorced,secondary,no,281,yes,no,1608
48,retired,married,secondary,no,264,yes,yes,24600
36,management,single,tertiary,no,0,yes,no,14843
32,management,married,tertiary,no,6449,no,no,25903
34,entrepreneur,married,tertiary,no,355,yes,no,3746
35,admin.,married,secondary,no,725,yes,no,13739
33,student,single,tertiary,no,254,yes,no,7342
35,admin.,single,secondary,no,57,no,yes,13255
31,technician,married,secondary,no,522,yes,yes,23275
36,services,single,secondary,no,1482,yes,no,25185
30,management,single,tertiary,yes,35,no,no,18213
31,blue-collar,single,secondary,no,530,no,yes,25211
50,blue-collar,married,primary,no,0,no,no,20358
38,entrepreneur,married,tertiary,no,678,no,yes,25188
38,blue-collar,married,secondary,no,-40,yes,no,5380
38,services,single,secondary,no,0,yes,no,6087
51,blue-collar,married,primary,no,872,no,no,19789
27,technician,single,secondary,no,1235,no,no,29470
42,management,married,tertiary,no,744,no,no,522
39,services,married,secondary,no,53,no,no,43227
29,technician,single,secondary,no,3466,no,no,33698
25,blue-collar,divorced,secondary,no,2428,yes,no,6935
49,unemployed,married,secondary,no,136,no,yes,16006
26,blue-collar,single,secondary,no,-204,yes,no,2460
32,technician,married,tertiary,no,-196,yes,no,6645
55,blue-collar,married,primary,no,2102,yes,no,36561
48,blue-collar,married,secondary,no,1143,yes,no,22015
45,technician,married,tertiary,no,2359,no,no,21470
39,services,single,secondary,no,0,no,no,9014
27,technician,married,tertiary,no,10451,yes,no,29084
26,admin.,single,secondary,no,140,yes,no,38575
35,management,married,tertiary,yes,32,yes,no,27227
48,management,married,tertiary,no,1335,no,no,22399
32,blue-collar,married,secondary,no,43,yes,no,5135
32,blue-collar,married,secondary,no,316,yes,no,31000
34,blue-collar,married,primary,no,1666,yes,no,43390
44,blue-collar,married,primary,no,0,yes,no,34720
52,technician,married,secondary,no,272,no,yes,15004
36,entrepreneur,married,secondary,no,-280,no,no,44579
37,technician,single,secondary,no,265,yes,yes,42857
51,housemaid,married,primary,no,1337,no,no,18216
36,services,married,secondary,no,2984,yes,no,8018
29,self-employed,single,tertiary,no,655,no,no,43347
27,student,single,secondary,no,2614,no,no,31838
35,admin.,single,secondary,no,163,yes,no,10402
40,services,married,primary,no,44,yes,no,3677
46,technician,married,secondary,no,475,no,yes,16435
26,self-employed,single,tertiary,no,3044,yes,yes,32858
31,management,married,tertiary,no,1720,yes,yes,15423
36,management,married,tertiary,no,1477,no,no,19534
54,self-employed,married,primary,no,0,no,yes,13488
38,admin.,single,secondary,no,-327,no,no,16150
54,blue-collar,married,primary,no,1849,no,no,20581
26,blue-collar,single,secondary,no,309,yes,no,2384
49,self-employed,married,secondary,no,0,yes,no,8601
34,management,married,tertiary,no,0,yes,no,1254
32,blue-collar,married,primary,no,-175,yes,no,5102
34,technician,single,secondary,no,2131,yes,no,37175
55,blue-collar,married,secondary,no,-473,yes,no,5797
52,unknown,married,primary,no,8251,no,no,9009
34,blue-collar,divorced,secondary,no,1125,yes,yes,25758
29,admin.,married,secondary,no,-211,yes,no,38966
56,technician,married,secondary,no,778,no,no,13599
31,blue-collar,married,primary,no,26,yes,no,4638
33,blue-collar,married,primary,no,41,yes,no,37042
32,technician,single,secondary,no,145,no,no,19351
31,technician,single,secondary,no,2916,no,no,21078
75,admin.,married,unknown,no,1093,no,no,33753
48,admin.,married,secondary,no,292,yes,yes,17586
35,management,married,tertiary,no,1256,yes,no,12073
48,blue-collar,divorced,primary,no,24,yes,no,2800
38,admin.,single,secondary,no,626,no,no,39941
47,blue-collar,married,primary,no,193,yes,no,23819
32,management,single,tertiary,no,4262,yes,no,25623
38,management,divorced,tertiary,no,151,yes,no,15062
58,blue-collar,married,primary,no,42,yes,no,30945
33,management,married,tertiary,no,71,no,no,42307
33,admin.,single,secondary,no,303,no,no,1292
47,housemaid,married,secondary,no,0,yes,no,36979
26,student,single,primary,no,114,yes,no,37934
24,services,single,secondary,yes,-122,yes,no,2388
50,management,married,tertiary,no,29,yes,no,35145
37,admin.,single,tertiary,no,1000,yes,no,41615
31,technician,single,tertiary,no,-162,yes,no,39083
30,technician,single,tertiary,no,60,yes,yes,1048
37,services,married,secondary,no,6089,yes,no,37888
53,admin.,married,secondary,no,-375,yes,no,5481
41,management,divorced,tertiary,no,3426,no,no,40084
34,admin.,single,secondary,no,0,yes,no,36249
60,technician,married,secondary,no,824,yes,no,44488
58,admin.,single,secondary,no,2223,no,no,42421
56,blue-collar,married,secondary,no,-382,yes,no,3608
35,self-employed,single,secondary,no,271,yes,no,4543
36,blue-collar,single,secondary,no,90,yes,no,2295
36,management,married,tertiary,no,2987,yes,no,40885
55,management,married,tertiary,no,10065,no,no,26454
61,housemaid,married,tertiary,no,1389,no,no,31819
31,admin.,single,secondary,no,121,yes,no,4491
40,technician,married,secondary,no,1819,no,no,41593
31,blue-collar,married,secondary,no,-88,yes,no,4418
34,technician,married,secondary,no,1,yes,no,12265
32,technician,married,tertiary,no,3850,yes,no,33387
37,admin.,single,secondary,no,3049,yes,yes,7287
36,management,single,tertiary,no,811,no,no,31278
34,self-employed,married,tertiary,no,2427,no,no,39871
36,management,married,tertiary,no,1584,yes,no,15337
54,management,married,tertiary,no,1938,yes,no,18258
28,technician,single,secondary,no,1417,yes,no,6917
31,services,single,secondary,no,205,yes,no,32160
30,management,single,tertiary,no,382,yes,no,15541
31,housemaid,married,secondary,no,0,yes,no,13920
27,technician,single,secondary,no,-437,no,no,29759
26,management,single,tertiary,no,350,no,no,13103
29,housemaid,married,secondary,no,243,yes,no,8552
37,admin.,single,secondary,no,-332,yes,no,5394
35,management,married,tertiary,no,36,no,yes,14962
58,retired,married,secondary,no,268,yes,no,974
55,management,married,secondary,no,964,no,no,29563
34,housemaid,married,primary,no,326,no,no,20070
51,management,married,tertiary,no,333,no,yes,15079
33,management,single,tertiary,no,21096,yes,no,8245
28,services,married,secondary,no,376,no,yes,17847
44,management,married,tertiary,no,58,yes,no,24581
39,blue-collar,married,primary,no,390,yes,no,32770
54,entrepreneur,married,tertiary,no,1129,no,yes,27856
44,management,married,secondary,no,438,yes,no,13437
58,technician,married,secondary,no,7495,yes,no,2444
43,technician,single,tertiary,no,317,yes,no,15372
32,technician,single,tertiary,no,1038,no,no,21019
63,retired,married,secondary,no,18016,no,no,40487
28,admin.,married,secondary,no,-97,yes,no,37022
35,self-employed,single,tertiary,no,670,no,yes,37360
57,technician,divorced,secondary,no,-305,yes,no,14462
31,management,single,tertiary,no,1289,yes,no,20636
72,retired,married,secondary,no,1978,no,no,44696
56,housemaid,married,primary,no,605,no,no,21778
72,admin.,married,primary,no,2321,no,no,44781
45,unknown,married,primary,no,586,yes,no,15575
35,admin.,married,secondary,no,220,yes,no,29389
30,blue-collar,single,secondary,no,163,yes,yes,16342
45,technician,married,secondary,no,3944,yes,no,24816
33,blue-collar,married,secondary,yes,-266,yes,yes,29531
58,management,divorced,tertiary,no,315,yes,no,24385
28,admin.,single,secondary,no,242,yes,yes,36702
38,admin.,single,secondary,no,569,yes,yes,29305
48,entrepreneur,married,primary,no,386,no,yes,23191
25,admin.,single,secondary,no,1871,no,no,40082
30,technician,married,tertiary,no,81,no,no,23700
48,technician,married,secondary,no,127,no,yes,19699
44,management,divorced,tertiary,no,71,yes,no,19643
43,housemaid,married,primary,no,410,yes,yes,18148
25,admin.,single,secondary,no,-7,no,yes,18676
35,management,single,tertiary,no,1750,yes,no,33693
37,blue-collar,married,secondary,no,771,yes,no,36274
33,management,single,secondary,no,0,yes,no,5990
56,retired,married,secondary,no,-1206,yes,no,40268
34,technician,married,secondary,no,0,yes,no,44433
54,technician,married,tertiary,no,1188,yes,no,39382
35,management,married,tertiary,no,0,yes,no,42221
25,blue-collar,single,primary,no,116,yes,no,9977
39,self-employed,married,secondary,no,656,no,no,28647
33,technician,divorced,secondary,no,464,no,no,29784
66,housemaid,divorced,primary,no,204,no,no,40994
53,housemaid,married,primary,no,0,no,no,12279
36,management,divorced,tertiary,no,0,yes,no,4363
65,retired,divorced,secondary,no,828,no,no,44147
31,technician,single,secondary,no,198,no,no,28809
